

-0.58443,-0.37459,-0.58850,0.41447



-0.58449,-0.37470,-0.58847,0.41433



-0.58452,-0.37479,-0.58854,0.41412



-0.58447,-0.37480,-0.58857,0.41412



-0.58442,-0.37481,-0.58867,0.41405



-0.58439,-0.37481,-0.58874,0.41399



0.13162,-0.59418,0.07144,-0.79026



0.13170,-0.59448,0.07136,-0.79004



0.13191,-0.59478,0.07150,-0.78976



0.13130,-0.59415,0.07064,-0.79041



0.13193,-0.59270,0.07165,-0.79131



0.13206,-0.59389,0.07102,-0.79045



0.13121,-0.59272,0.07106,-0.79147



0.13241,-0.59428,0.07098,-0.79010



0.13089,-0.59538,0.07048,-0.78957



0.13123,-0.59492,0.07150,-0.78977



0.13157,-0.59499,0.07102,-0.78970



0.13239,-0.59399,0.07206,-0.79023



0.13205,-0.59414,0.07169,-0.79021



0.13204,-0.59518,0.07200,-0.78940



0.13179,-0.59614,0.07160,-0.78875



0.13169,-0.59582,0.07156,-0.78901



0.13211,-0.59713,0.07169,-0.78794



0.13117,-0.59653,0.07129,-0.78858



0.13182,-0.59632,0.07220,-0.78855



0.13143,-0.59538,0.07128,-0.78941



0.13232,-0.59499,0.07219,-0.78947



0.13166,-0.59438,0.07136,-0.79012



0.13241,-0.59485,0.07187,-0.78959



0.13216,-0.59587,0.07108,-0.78893



0.13165,-0.59482,0.07176,-0.78975



0.13178,-0.59621,0.06976,-0.78886



0.13364,-0.59596,0.06896,-0.78881



0.13315,-0.60043,0.06479,-0.78585



0.13341,-0.59974,0.06774,-0.78608



0.12942,-0.59837,0.07070,-0.78753



0.12804,-0.59892,0.07091,-0.78732



0.13232,-0.61664,0.07357,-0.77255



0.13261,-0.61446,0.06278,-0.77518



0.13344,-0.61508,0.06454,-0.77441



0.12894,-0.61710,0.04872,-0.77472



0.11747,-0.61626,0.01386,-0.77861



0.10037,-0.61479,-0.01935,-0.78204



0.09641,-0.61633,-0.05523,-0.77961



0.10737,-0.61130,-0.07545,-0.78044



0.10055,-0.60561,-0.08695,-0.78458



0.10005,-0.59545,-0.11232,-0.78918



0.10113,-0.59201,-0.13115,-0.78873



0.10353,-0.59166,-0.15549,-0.78425



0.12555,-0.57974,-0.17748,-0.78526



0.13642,-0.56941,-0.20535,-0.78422



0.14047,-0.56708,-0.21877,-0.78155



0.14556,-0.55780,-0.24873,-0.77834



0.13488,-0.55603,-0.28034,-0.77074



0.12214,-0.55636,-0.30731,-0.76231



0.11552,-0.55692,-0.32712,-0.75464



0.09832,-0.55945,-0.34121,-0.74895



0.09206,-0.55507,-0.36520,-0.74165



0.07684,-0.55718,-0.39891,-0.72424



0.04789,-0.55998,-0.44859,-0.69491



0.03960,-0.53689,-0.48531,-0.68895



0.04391,-0.51976,-0.50856,-0.68504



0.06681,-0.49707,-0.53382,-0.68080



0.10476,-0.46774,-0.55029,-0.68369



0.12990,-0.44449,-0.56146,-0.68580



0.15205,-0.42669,-0.57263,-0.68331



0.16646,-0.40353,-0.57973,-0.68801



0.17427,-0.38937,-0.58471,-0.69002



0.18509,-0.37444,-0.58965,-0.69126



0.19178,-0.36056,-0.59599,-0.69138



0.19704,-0.35178,-0.59808,-0.69262



0.20159,-0.34347,-0.60400,-0.69035



0.20700,-0.33212,-0.61334,-0.68604



0.21446,-0.32437,-0.61164,-0.68898



0.22592,-0.31583,-0.60647,-0.69383



0.23336,-0.31277,-0.60336,-0.69547



0.24946,-0.30277,-0.59568,-0.70090



0.26237,-0.30020,-0.58420,-0.70693



0.26717,-0.30009,-0.58348,-0.70578



0.27427,-0.29021,-0.58935,-0.70230



0.27564,-0.27105,-0.59662,-0.70328



0.27002,-0.25060,-0.60068,-0.70955



0.28064,-0.21986,-0.61023,-0.70748



0.28644,-0.19311,-0.61082,-0.71243



0.26859,-0.19570,-0.61316,-0.71666



0.24933,-0.21565,-0.60794,-0.72231



0.21814,-0.23226,-0.60601,-0.72885



0.17526,-0.25205,-0.61127,-0.72945



0.11392,-0.29977,-0.60185,-0.73139



0.07845,-0.32103,-0.60590,-0.72365



0.03493,-0.37478,-0.60927,-0.69793



-0.00303,-0.41950,-0.60310,-0.67844



-0.02091,-0.45422,-0.60099,-0.65731



-0.03504,-0.48472,-0.61046,-0.62542



-0.05249,-0.51839,-0.61098,-0.59600



-0.05805,-0.54004,-0.61737,-0.56907



-0.06345,-0.55420,-0.62897,-0.54151



-0.05199,-0.56992,-0.63603,-0.51764



-0.04944,-0.58772,-0.64397,-0.48728



-0.02033,-0.59762,-0.65992,-0.45490



-0.00079,-0.60014,-0.66992,-0.43708



0.01712,-0.60304,-0.68069,-0.41559



0.04864,-0.61234,-0.69114,-0.38079



0.09010,-0.61426,-0.69740,-0.35805



0.12566,-0.62784,-0.69812,-0.32040



0.14449,-0.63294,-0.69664,-0.30531



0.17337,-0.63931,-0.69017,-0.29134



0.20133,-0.64274,-0.68472,-0.27841



0.23602,-0.64521,-0.67899,-0.25880



0.26175,-0.64763,-0.67280,-0.24371



0.28801,-0.64809,-0.66441,-0.23579



0.31716,-0.64589,-0.65916,-0.21851



0.35416,-0.64723,-0.64339,-0.20423



0.36528,-0.64946,-0.63672,-0.19840



0.37210,-0.64902,-0.63383,-0.19642



0.35468,-0.64605,-0.64244,-0.20999



0.30314,-0.64260,-0.66170,-0.23944



0.21819,-0.62851,-0.68350,-0.30034



0.14714,-0.61880,-0.68456,-0.35610



0.07007,-0.61914,-0.67292,-0.39866



-0.01838,-0.62850,-0.64626,-0.43243



-0.08427,-0.62672,-0.60453,-0.48442



-0.19201,-0.60838,-0.56162,-0.52686



-0.26977,-0.57129,-0.52911,-0.56647



-0.33834,-0.55489,-0.49405,-0.57752



-0.43656,-0.54780,-0.42878,-0.57051



-0.53559,-0.51998,-0.36061,-0.55922
